,article_name,article_quality,country,population,revision_id
13697,Taghi Rahmani,Stub,Iran,"78,483,446",789900765
13698,Gholam-Abbas Tavassoli,Stub,Iran,"78,483,446",789915240
13699,Safdar Jang,C,Iran,"78,483,446",790004586
13700,Effat Shariati,Start,Iran,"78,483,446",790062691
13701,Tayebeh Safaei,Stub,Iran,"78,483,446",790065438
13702,Fatemeh Rahbar,Stub,Iran,"78,483,446",790212980
13703,Ja'far Pishevari,C,Iran,"78,483,446",790228391
13704,Mohammad Bastenegar,Stub,Iran,"78,483,446",790333825
13705,Badí‘,C,Iran,"78,483,446",790422199
13706,Aliakbar Aghaei Moghanjoei,Stub,Iran,"78,483,446",790835331
13707,Vali Maleki,Stub,Iran,"78,483,446",791175884
13708,Beytollah Abdollahi,Start,Iran,"78,483,446",791288962
13709,Mohammad Forouzandeh,Stub,Iran,"78,483,446",791470991
13710,Saadat Ali Khan I,C,Iran,"78,483,446",791646519
13711,Abdolali Bazargan,Stub,Iran,"78,483,446",791760673
13712,Mohammed Kazem Yazdi,Start,Iran,"78,483,446",791768293
13713,Sayyed Ibrahim Estahbanati,Start,Iran,"78,483,446",791769199
13714,Hassan Rahimpour Azghadi,Start,Iran,"78,483,446",792033404
13715,Mehdi Hashemi Rafsanjani,C,Iran,"78,483,446",792093348
13716,Ashraf Dehghani,Start,Iran,"78,483,446",792095777
13717,Kazem Seddiqi,Start,Iran,"78,483,446",792254859
13718,Kamal Daneshyar,Stub,Iran,"78,483,446",792289945
13719,Elaheh Koulaei,Stub,Iran,"78,483,446",792293628
13720,Hushang Hamidi,Stub,Iran,"78,483,446",792294333
13721,Amir Reza Khadem,Start,Iran,"78,483,446",792294732
13722,Hamid Reza Katouzian,Start,Iran,"78,483,446",792295125
13723,Hossein Kamali,Stub,Iran,"78,483,446",792295357
13724,Jalal Jalalizadeh,Stub,Iran,"78,483,446",792295537
13725,Azam Taleghani,Start,Iran,"78,483,446",792298296
13726,Esmail Shooshtari,Stub,Iran,"78,483,446",792298478
13727,Bahaedin Adab,Start,Iran,"78,483,446",792301043
13728,Mousa Qorbani,Stub,Iran,"78,483,446",792301252
13729,Amir Nosrat'ollah Balakhanlou,Start,Iran,"78,483,446",792320469
13730,Mahammad Ali Tarbiat,Stub,Iran,"78,483,446",792325233
13731,Mohammad Khiabani,Start,Iran,"78,483,446",792325915
13732,Jamshid Bahman Jamshidian,Start,Iran,"78,483,446",792347771
13733,Ali Mansur,Stub,Iran,"78,483,446",792393990
13734,Mohammad Sa'ed,Start,Iran,"78,483,446",792394184
13735,Ebrahim Hakimi,Start,Iran,"78,483,446",792394356
13736,Ali Soheili,Stub,Iran,"78,483,446",792394645
13737,Ahmad Matin-Daftari,Stub,Iran,"78,483,446",792394849
13738,Mahmoud Djam,Start,Iran,"78,483,446",792394899
13739,Abdol Majid Mirza,Stub,Iran,"78,483,446",792395261
13740,Mohammad Vali Khan Tonekaboni,C,Iran,"78,483,446",792395287
13741,Abolqasem Naser ol-Molk,Stub,Iran,"78,483,446",792395415
13742,Mirza Ali Asghar Khan Amin al-Soltan,Start,Iran,"78,483,446",792395534
13743,Morteza Gholi Khan Hedayat,Stub,Iran,"78,483,446",792396057
13744,Majid Khodabakhsh,Stub,Iran,"78,483,446",792428154
13745,Parviz Kazemi,Stub,Iran,"78,483,446",792438683
13746,Alireza Novin,Stub,Iran,"78,483,446",792592971
13747,Sadegh Kharazi,Start,Iran,"78,483,446",792865527
13748,Ali Shakouri-Rad,Stub,Iran,"78,483,446",792866617
13749,Nasrollah Pejmanfar,Stub,Iran,"78,483,446",792871675
13750,Hossein Naghavi-Hosseini,Stub,Iran,"78,483,446",792873948
13751,Ahmad Khorram,Stub,Iran,"78,483,446",792905760
13752,Shamseddin Hosseini,Start,Iran,"78,483,446",792908354
13753,Ali Khatami,Stub,Iran,"78,483,446",792909961
13754,Zahra Rahnavard,Start,Iran,"78,483,446",792927211
13755,Abolfazl Ghadyani,Stub,Iran,"78,483,446",792931453
13756,Hekmat E Shirazi,Start,Iran,"78,483,446",792937686
13757,Ali Abdolalizadeh,Stub,Iran,"78,483,446",792947364
13758,Mahmoud Bahmani,Start,Iran,"78,483,446",793052312
13759,Mohammad-Hashem Mohaymeni,Stub,Iran,"78,483,446",793070297
13760,Mirza Hassan Khan Esfandiary,Stub,Iran,"78,483,446",793083538
13761,Mohammad-Ali Najafi (born 1956),Stub,Iran,"78,483,446",793123637
13762,Mohammad-Reza Tavassoli,Stub,Iran,"78,483,446",793317318
13763,Mohsen Sadr,Start,Iran,"78,483,446",793349843
13764,Fatemeh Alia,Stub,Iran,"78,483,446",793375669
13765,Ali-Qoli Khan Bakhtiari,Start,Iran,"78,483,446",793478248
13766,Jafar Kashani,Stub,Iran,"78,483,446",793509843
13767,Nasser Biria,Start,Iran,"78,483,446",793556594
13768,Mohammad-Javad Abtahi,Stub,Iran,"78,483,446",793572228
13769,Reza Ostadi,Stub,Iran,"78,483,446",793578865
13770,Zohreh Elahian,Stub,Iran,"78,483,446",793582825
13771,Jalal ed-Din Amir Chakhmaq Shami,Stub,Iran,"78,483,446",793660106
13772,Akbar Atri,Start,Iran,"78,483,446",793667630
13773,Ali-Ashraf Abdollah Porihoseini,Stub,Iran,"78,483,446",793709493
13774,Template:Akbar Hashemi Rafsanjani,Stub,Iran,"78,483,446",793718261
13775,Mohammad-Ali Taskhiri,Stub,Iran,"78,483,446",793733221
13776,Reza Zavare'i,Stub,Iran,"78,483,446",794053541
13777,Gholam-Hossein Nozari,Start,Iran,"78,483,446",794058409
13778,Ali-Asghar Fani,Stub,Iran,"78,483,446",794059560
13779,Hossein Mozaffar,Stub,Iran,"78,483,446",794059867
13780,Hassan Tarighat Monfared,Stub,Iran,"78,483,446",794063305
13781,Alireza Marandi,Start,Iran,"78,483,446",794063460
13782,Kazem Sami,Start,Iran,"78,483,446",794063493
13783,Mahmoud Goudarzi,Stub,Iran,"78,483,446",794068344
13784,Monireh Gorji,Stub,Iran,"78,483,446",794073095
13785,Abdul-Karim Mousavi Ardebili,Start,Iran,"78,483,446",794073116
13786,Yadollah Sahabi,Start,Iran,"78,483,446",794073272
13787,Mohammad Beheshti Shirazi,Stub,Iran,"78,483,446",794389289
13788,Hossein-Ali Amiri,Stub,Iran,"78,483,446",794390140
13789,Mohammad-Ali Shahidi,Start,Iran,"78,483,446",794393283
13790,Nasser Farbod,Stub,Iran,"78,483,446",794404252
13791,Ja'far Kavian,Stub,Iran,"78,483,446",794415791
13792,Alireza Zakani,Stub,Iran,"78,483,446",794491534
13793,Mehdi Kouchakzadeh,Start,Iran,"78,483,446",794491594
13794,Javad Karimi-Ghodousi,Stub,Iran,"78,483,446",794493069
13795,Hossein-Ali Haji-Deligani,Stub,Iran,"78,483,446",794493099
13796,Nader Ghazipour,Stub,Iran,"78,483,446",794493152
13797,Shapour Marhaba,Start,Iran,"78,483,446",794495200
13798,National Security and Nuclear Diplomacy,C,Iran,"78,483,446",794506687
13799,Masoud Roghani Zanjani,Stub,Iran,"78,483,446",794662327
13800,Majid Ansari,Stub,Iran,"78,483,446",794691005
13801,Hossein Allahkaram,Stub,Iran,"78,483,446",794715522
13802,Morteza Bank,Stub,Iran,"78,483,446",794755464
13803,Salman Khodadadi,Stub,Iran,"78,483,446",794757922
13804,Mohammad Dehghan,Stub,Iran,"78,483,446",794758050
13805,Abdolreza Hashemzaei,Stub,Iran,"78,483,446",794894567
13806,Mohammad Reza Najafi,Stub,Iran,"78,483,446",794894597
13807,Davoud Mohammadi,Stub,Iran,"78,483,446",794894607
13808,Mohsen Alijani-Zamani,Stub,Iran,"78,483,446",794894617
13809,Ahmad Mazani,Stub,Iran,"78,483,446",794894624
13810,Farid Mousavi,Stub,Iran,"78,483,446",794894636
13811,Tayebeh Siavoshi,Stub,Iran,"78,483,446",794894641
13812,Mohammad Javad Fathi,Stub,Iran,"78,483,446",794894652
13813,Fatemeh Zolghadr,Stub,Iran,"78,483,446",794894661
13814,Parvaneh Mafi,Stub,Iran,"78,483,446",794894676
13815,Mohammad Ali Vakili,Stub,Iran,"78,483,446",794894686
13816,Mehdi Sheykh,Stub,Iran,"78,483,446",794894964
13817,Fatemeh Saeidi,Stub,Iran,"78,483,446",794894970
13818,Gholamreza Heydari,Stub,Iran,"78,483,446",794894979
13819,Parvaneh Salahshouri,Start,Iran,"78,483,446",794894990
13820,Fatemeh Hosseini,Stub,Iran,"78,483,446",794895225
13821,Farideh Oladghobad,Stub,Iran,"78,483,446",794895258
13822,Mohsen Mehralizadeh,Start,Iran,"78,483,446",794925291
13823,Mohammad-Hassan Malekmadani,Stub,Iran,"78,483,446",795006374
13824,Mohammad Hashemi Rafsanjani,Stub,Iran,"78,483,446",795047613
13825,Abdallah Mazandarani,Start,Iran,"78,483,446",795218982
13826,Zahra Ahmadipour,Stub,Iran,"78,483,446",795324226
13827,Council for Spreading Mahmoud Ahmadinejad's Thoughts,Stub,Iran,"78,483,446",795341053
13828,Mohammad Dadkan,C,Iran,"78,483,446",795363773
13829,Ghorbanali Dorri-Najafabadi,Start,Iran,"78,483,446",795466171
13830,Nizam al-Mulk,C,Iran,"78,483,446",795580039
13831,Mohammad Ali Hosseini,Stub,Iran,"78,483,446",795690800
13832,Hassan Ghashghavi,Stub,Iran,"78,483,446",795693604
13833,Mohammad-Hassan Aboutorabi Fard,Stub,Iran,"78,483,446",795694318
13834,Shahabedin Sadr,Stub,Iran,"78,483,446",795694420
13835,Reza Hekmat,Stub,Iran,"78,483,446",795696013
13836,Ali Movahedi-Kermani,Start,Iran,"78,483,446",795698474
13837,Asghar Dirbaz,Stub,Iran,"78,483,446",795826941
13838,Mohammad-Reza Ashtiani Araghi,Stub,Iran,"78,483,446",796099678
13839,Ebrahim Azizi,Stub,Iran,"78,483,446",796189872
13840,Elias Hazrati,Start,Iran,"78,483,446",796189991
13841,Hossein Marashi,Start,Iran,"78,483,446",796226486
13842,Ali Mohammad Noorian,Stub,Iran,"78,483,446",796229158
13843,Sakineh Almasi,Stub,Iran,"78,483,446",796290610
13844,Reza Salehi Amiri,Stub,Iran,"78,483,446",796358607
13845,Mohammad Shariatmadari,C,Iran,"78,483,446",796366243
13846,Ahmad Motamedi,Stub,Iran,"78,483,446",796367746
13847,Aide to the President of Iran,Stub,Iran,"78,483,446",796368177
13848,Presidential Administration of Iran,Start,Iran,"78,483,446",796390016
13849,Mohammad Farhadi,Stub,Iran,"78,483,446",796394687
13850,Template:Hassan Rouhani,Stub,Iran,"78,483,446",796409898
13851,2007 Gasoline Rationing Plan in Iran,C,Iran,"78,483,446",796518216
13852,Arash Hosseini Milani,Stub,Iran,"78,483,446",796559611
13853,Ali E'ta,Stub,Iran,"78,483,446",796559754
13854,Mohammad Salari,Stub,Iran,"78,483,446",796560093
13855,Elham Fakhari,Stub,Iran,"78,483,446",796560282
13856,Mohammad Alikhani (politician),Stub,Iran,"78,483,446",796560284
13857,Mohammad Mehdi Mofatteh,Stub,Iran,"78,483,446",796561883
13858,Abbas Jadidi,Start,Iran,"78,483,446",796561907
13859,Mohsen Sorkhou,Stub,Iran,"78,483,446",796561944
13860,Ahmad Hakimipour,Start,Iran,"78,483,446",796562123
13861,Gholamreza Ansari,Stub,Iran,"78,483,446",796562136
13862,Rasoul Khadem,Start,Iran,"78,483,446",796562806
13863,Jamileh Kadivar,Stub,Iran,"78,483,446",796563167
13864,Davoud Soleymani,Stub,Iran,"78,483,446",796563744
13865,Mohammad Gharazi,Start,Iran,"78,483,446",796563803
13866,Mahmoud Mohammadi (diplomat),Stub,Iran,"78,483,446",796604310
13867,Ali Fallahian,C,Iran,"78,483,446",796605942
13868,Amir Abedini,Stub,Iran,"78,483,446",796606683
13869,Ali Akbar Velayati,C,Iran,"78,483,446",796607480
13870,Gholam Reza Aghazadeh,Start,Iran,"78,483,446",796682433
13871,Ali Saeedlou,Start,Iran,"78,483,446",796688723
13872,Ahmad Shirzad,Stub,Iran,"78,483,446",796696047
13873,Reza Rahmani,Stub,Iran,"78,483,446",796738430
13874,Template:Mahmoud Ahmadinejad,Stub,Iran,"78,483,446",796742005
13875,Mohammad Mojabi,Stub,Iran,"78,483,446",796766721
13876,Shahrbanoo Amani,Stub,Iran,"78,483,446",796822743
13877,Mohammad-Javad Haghshenas,Stub,Iran,"78,483,446",796822748
13878,Mahmoud Mirlohi,Stub,Iran,"78,483,446",796822867
13879,Mahnoosh Motamedi Azari,Stub,Iran,"78,483,446",796831400
13880,Masoumeh Abad,Start,Iran,"78,483,446",796832507
13881,Alireza Dabir,Start,Iran,"78,483,446",796832558
13882,Shahram Dabiri Oskuei,Start,Iran,"78,483,446",796837798
13883,Abdolreza Rahmani Fazli,C,Iran,"78,483,446",796845826
13884,Mohammad Reza Badamchi,Stub,Iran,"78,483,446",796847087
13885,Gholam Ali Jafarzadeh,Stub,Iran,"78,483,446",796868744
13886,Lotfollah Meisami,Start,Iran,"78,483,446",796871607
13887,Hassan Bayadi,Stub,Iran,"78,483,446",796875190
13888,Seyyed Ebrahim Amini,Stub,Iran,"78,483,446",796878903
13889,Khosro Daneshjou,Stub,Iran,"78,483,446",796882635
13890,Mojtaba Shakeri,Stub,Iran,"78,483,446",796885078
13891,Mohammad Atrianfar,Start,Iran,"78,483,446",796887256
13892,Rahmatollah Khosravi,Stub,Iran,"78,483,446",796887475
13893,Abbas Duzduzani,Start,Iran,"78,483,446",796887565
13894,Saeid Daghighi,Start,Iran,"78,483,446",796888006
13895,Shakur Akbarnejad,Stub,Iran,"78,483,446",796888070
13896,Hadi Bahadori,Stub,Iran,"78,483,446",796888865
13897,Ahmad Amirabadi,Start,Iran,"78,483,446",796889334
13898,Advisor to the President of Iran,Start,Iran,"78,483,446",796899599
13899,Mohammad Esmaeil Saeidi,Stub,Iran,"78,483,446",796902001
13900,Shahabaddin Bimeghdar,Stub,Iran,"78,483,446",796902302
13901,Mohammad Hossein Farhanghi,Stub,Iran,"78,483,446",796902704
13902,Zahra Saei,Start,Iran,"78,483,446",796903407
13903,Jamshid Ansari,Stub,Iran,"78,483,446",796903652
13904,Mohammad Esmaeili,Stub,Iran,"78,483,446",796904327
13905,Mohsen Alimardani,Stub,Iran,"78,483,446",796904341
13906,Kamaladdin Pirmoazzen,Stub,Iran,"78,483,446",796905880
13907,Mostafa Afzalifard,Stub,Iran,"78,483,446",796906106
13908,Reza Karimi (politician),Stub,Iran,"78,483,446",796906801
13909,Sodeif Badri,Stub,Iran,"78,483,446",796907614
13910,Mohammad Feyzi,Stub,Iran,"78,483,446",796907877
13911,"Akbar Hashemi Rafsanjani presidential campaign, 2013",C,Iran,"78,483,446",796931365
13912,Hossein Fardoust,C,Iran,"78,483,446",796937454
13913,Ali Akbar Mohtashamipur,GA,Iran,"78,483,446",796945117
13914,Sadollah Nasiri Gheydari,Start,Iran,"78,483,446",796990295
13915,Arash Miresmaeili,C,Iran,"78,483,446",796997794
13916,Azadeh Shafiq,Start,Iran,"78,483,446",797021302
13917,Abdolvahed Mousavi Lari,Stub,Iran,"78,483,446",797027368
13918,Elaheh Rastgou,C,Iran,"78,483,446",797076595
13919,Ali Saberi,Stub,Iran,"78,483,446",797084475
13920,Ali Soufi,Stub,Iran,"78,483,446",797084602
13921,Abdollah Javadi-Amoli,C,Iran,"78,483,446",797217235
13922,Haj Ali Razmara,C,Iran,"78,483,446",797241192
13923,Fatemeh Rakeei,Start,Iran,"78,483,446",797265561
13924,Zahra Nejadbahram,Stub,Iran,"78,483,446",797267764
13925,Abulhassan Navab,Stub,Iran,"78,483,446",797288875
13926,Controversies of Mahmoud Ahmadinejad,C,Iran,"78,483,446",797289765
13927,List of female members of the Islamic Consultative Assembly,Start,Iran,"78,483,446",797372983
13928,Alireza Monadi,Stub,Iran,"78,483,446",797394304
13929,Mahmoud Abbaszadeh Meshkini,Stub,Iran,"78,483,446",797394313
13930,Hassan Sobhani,Start,Iran,"78,483,446",797394384
13931,Ghasem Sholeh-Saadi,Stub,Iran,"78,483,446",797394412
13932,Ali Akbar Javanfekr,C,Iran,"78,483,446",797394636
13933,Effat Marashi,Stub,Iran,"78,483,446",797418650
13934,Fakhrossadat Mohtashamipour,Stub,Iran,"78,483,446",797464630
13935,Fatemeh Bodaghi,Stub,Iran,"78,483,446",797468673
13936,Fatemeh Hashemi Rafsanjani,Stub,Iran,"78,483,446",797468681
13937,Maryam Mojtahedzadeh,Stub,Iran,"78,483,446",797497426
13938,Zahra Shojaei,Start,Iran,"78,483,446",797497721
13939,Zohreh Tabibzadeh-Nouri,Stub,Iran,"78,483,446",797497956
13940,List of female members of the Cabinet of Iran,Start,Iran,"78,483,446",797499103
13941,Mojtaba Samareh Hashemi,Start,Iran,"78,483,446",797508479
13942,Ali Larijani,C,Iran,"78,483,446",797556144
13943,Imam-Quli Khan,Start,Iran,"78,483,446",797583203
13944,World Against Violence and Extremism,Stub,Iran,"78,483,446",797624191
13945,Ali Banaei,Start,Iran,"78,483,446",797626840
13946,Ali-Akbar Zargham,Start,Iran,"78,483,446",797626982
13947,To the Youth in Western Countries,Start,Iran,"78,483,446",797664923
13948,Bibi Maryam Bakhtiari,Start,Iran,"78,483,446",797670807
13949,Qasem Ravanbakhsh,Stub,Iran,"78,483,446",797706952
13950,Seyyed Abdollah Behbahani,C,Iran,"78,483,446",797707401
13951,Seyyed Mehdi Hashemi,Stub,Iran,"78,483,446",797707434
13952,Mohammad Haghani,Stub,Iran,"78,483,446",797727481
13953,Hadi Khamenei,C,Iran,"78,483,446",797801463
13954,Hasan Nazih,C,Iran,"78,483,446",797818926
13955,Hassan Ghafourifard,Start,Iran,"78,483,446",797819358
13956,Morteza Zarringol,Stub,Iran,"78,483,446",797856454
13957,Hojjat Nazari,Stub,Iran,"78,483,446",797860336
13958,Saeed Jalili,C,Iran,"78,483,446",797875585
13959,Amir Hossein Jahanshahi,C,Iran,"78,483,446",797902368
13960,Kazem Jalali,Stub,Iran,"78,483,446",797907122
13961,Ahmad Tavakkoli,Start,Iran,"78,483,446",797907342
13962,Rostam Ghasemi,C,Iran,"78,483,446",797912618
13963,Manutchehr Salimi,Stub,Iran,"78,483,446",797960934
13964,Alireza Avayi,Stub,Iran,"78,483,446",797965986
13965,Hasan Ali Khan Garroosy,Stub,Iran,"78,483,446",798045778
13966,Hassan Emami,Start,Iran,"78,483,446",798067275
13967,Abdullah Moazzami,Stub,Iran,"78,483,446",798067329
13968,Hossein Pirnia,Stub,Iran,"78,483,446",798067415
13969,Esmail Momtaz od-Dowleh,Stub,Iran,"78,483,446",798067443
13970,Hossein Dadgar,Stub,Iran,"78,483,446",798067529
13971,Afshin Habibzadeh,Stub,Iran,"78,483,446",798074611
13972,Naser al-Din Shah Qajar,C,Iran,"78,483,446",798108767
13973,Mohammad-Javad Azari Jahromi,Start,Iran,"78,483,446",798165401
13974,Nasser Moghadam,Start,Iran,"78,483,446",798227908
13975,Hossein Nejabat,Stub,Iran,"78,483,446",798239222
13976,Abbas Salehi,Stub,Iran,"78,483,446",798259646
13977,Kamran Bagheri Lankarani,Start,Iran,"78,483,446",798303359
13978,Masoud Pezeshkian,Start,Iran,"78,483,446",798343576
13979,Javad Shahrestani,Stub,Iran,"78,483,446",798373981
13980,Ali Asghar Mounesan,Stub,Iran,"78,483,446",798376847
13981,Hossein Ghorbanzadeh,Stub,Iran,"78,483,446",798424099
13982,Yonathan Betkolia,Stub,Iran,"78,483,446",798426814
13983,Hamzeh Shakib,Stub,Iran,"78,483,446",798521474
13984,Mahmoud Khosravivafa,Stub,Iran,"78,483,446",798524621
13985,Nader Shariatmadari,Stub,Iran,"78,483,446",798526589
13986,Hassan Ziari,Stub,Iran,"78,483,446",798526669
13987,Khalil Maleki,Start,Iran,"78,483,446",798528014
13988,"Mostafa Hashemitaba presidential campaign, 2017",Stub,Iran,"78,483,446",798533640
13989,Davoud Hermidas-Bavand,Start,Iran,"78,483,446",798570513
13990,Asghar Parsa,Stub,Iran,"78,483,446",798574254
13991,Dariush Forouhar,Start,Iran,"78,483,446",798574475
13992,Isa Kalantari,Stub,Iran,"78,483,446",798620275
13993,Mehrdad Bazrpash,Start,Iran,"78,483,446",798700885
13994,Sheikh Fazlollah Noori,C,Iran,"78,483,446",798765932
13995,Mahmoud Ahmadinejad and the 1979 hostage crisis,C,Iran,"78,483,446",798870462
13996,Mahmoud Ahmadinejad's letter to George W. Bush,C,Iran,"78,483,446",798870474
13997,Anoushiravan Mirza,B,Iran,"78,483,446",798905328
13998,Ali Akbar Bahman,B,Iran,"78,483,446",798907214
13999,Mohammad Bagher Zolghadr,C,Iran,"78,483,446",799022786
14000,Mohammad Khatami's reforms,C,Iran,"78,483,446",799022935
14001,Mohammad Montazeri,GA,Iran,"78,483,446",799022967
14002,Mohammad Reza Rahimi,GA,Iran,"78,483,446",799023061
14003,Mohsen Kadivar,C,Iran,"78,483,446",799024195
14004,Mojtaba Rahmandoust,Stub,Iran,"78,483,446",799024641
14005,Mojtaba Vahedi,Stub,Iran,"78,483,446",799024654
14006,Morteza Kazemian,Stub,Iran,"78,483,446",799036953
14007,Morteza Moballegh,Stub,Iran,"78,483,446",799036962
14008,Mostafa Moeen,Start,Iran,"78,483,446",799038498
14009,Mostafa Tajzadeh,C,Iran,"78,483,446",799038516
14010,Maryam Rajavi,C,Iran,"78,483,446",799172338
14011,Neda Soltani,Stub,Iran,"78,483,446",799175442
14012,Parviz Davoodi,Start,Iran,"78,483,446",799189382
14013,Zia'eddin Tabatabaee,Start,Iran,"78,483,446",799360630
14014,A Letter for Tomorrow,C,Iran,"78,483,446",799417766
14015,Morteza Motahhari,C,Iran,"78,483,446",799442623
14016,Piruz Dilanchi,C,Iran,"78,483,446",799531041
14017,Mostafa Salimi (Mayor),Stub,Iran,"78,483,446",799552032
14018,Esmaeil Dousti,Stub,Iran,"78,483,446",799552168
14019,"Iranian local elections, 2003",C,Iran,"78,483,446",799553782
14020,Manouchehr Eghbal,Start,Iran,"78,483,446",799605929
14021,Allah-Yar Saleh,Start,Iran,"78,483,446",799626048
14022,Gholam Hossein Sadighi,Start,Iran,"78,483,446",799629437
14023,Dialogue Among Civilizations,C,Iran,"78,483,446",799817682
14024,Rasoul Momeni,Stub,Iran,"78,483,446",799888924
14025,Reza Alijani,Stub,Iran,"78,483,446",799928960
14026,Ramin Nourqolipour,Stub,Iran,"78,483,446",799934021
14027,Sadegh Mahsouli,Start,Iran,"78,483,446",800046589
14028,Saeid Aboutaleb,Stub,Iran,"78,483,446",800047204
14029,Esmaeil Jabbarzadeh,Stub,Iran,"78,483,446",800090512
14030,Shahla Habibi,Stub,Iran,"78,483,446",800099315
14031,Mohammad Reza Aref,GA,Iran,"78,483,446",800111269
14032,Shivan Qaderi,Start,Iran,"78,483,446",800150296
14033,Mohammad Hejazi,Start,Iran,"78,483,446",800150539
14034,Sadeq Khalilian,Start,Iran,"78,483,446",800158870
14035,Reza Taghipour,Stub,Iran,"78,483,446",800159376
14036,Mostafa Mohammad-Najjar,C,Iran,"78,483,446",800160447
14037,Mohammad-Sadegh Salehimanesh,Stub,Iran,"78,483,446",800161624
14038,Abdollah Nouri,C,Iran,"78,483,446",800161753
14039,Mohammad-Ali Rahmani,Stub,Iran,"78,483,446",800161908
14040,Hamid Chitchian,Start,Iran,"78,483,446",800162929
14041,Mohammad Reza Nematzadeh,Start,Iran,"78,483,446",800163065
14042,Alireza Tahmasbi,Stub,Iran,"78,483,446",800163767
14043,Parviz Fattah,Start,Iran,"78,483,446",800163771
14044,Mohammad-Reza Eskandari,Stub,Iran,"78,483,446",800163774
14045,Samad Khan Momtaz os-Saltaneh,Start,Iran,"78,483,446",800188676
14046,Mohammad Marandi,C,Iran,"78,483,446",800264546
14047,Mahmoud Hessabi,Start,Iran,"78,483,446",800371902
14048,Hamidreza Taraghi,Stub,Iran,"78,483,446",800399358
14049,Reza Farajidana,Start,Iran,"78,483,446",800403723
14050,Masoud Dehnamaki,C,Iran,"78,483,446",800403942
14051,Abdollah Ramezanzadeh,Start,Iran,"78,483,446",800445432
14052,Sadeq Tabatabaei,C,Iran,"78,483,446",800445949
14053,Hassan Habibi,Start,Iran,"78,483,446",800455710
14054,Mohammad-Ali Amani,Stub,Iran,"78,483,446",800457795
14055,Taghi Khamoushi,Stub,Iran,"78,483,446",800463785
14056,Zohreh Akhyani,Start,Iran,"78,483,446",800482341
14057,Mirza Abolhassan Khan Ilchi,Start,Iran,"78,483,446",800563623
14058,Hossein Rezazadeh,C,Iran,"78,483,446",800658018
14059,Ghodratollah Alikhani,Stub,Iran,"78,483,446",800686605
14060,Reza Sadr,Stub,Iran,"78,483,446",800721452
14061,Gholam-Hossein Elham,Start,Iran,"78,483,446",800780630
14062,Mohammad Bagher Nobakht,Start,Iran,"78,483,446",800780845
14063,Gholamhossein Karbaschi,C,Iran,"78,483,446",800792781
14064,Mohammad Nahavandian,C,Iran,"78,483,446",800799349
14065,Abol-Ghasem Kashani,Start,Iran,"78,483,446",800895551
14066,Hossein Makki,Start,Iran,"78,483,446",800895594
14067,Mojtaba Zonnour,Stub,Iran,"78,483,446",800903404
14068,Hootan Dolati,Start,Iran,"78,483,446",800947426
14069,Abdolmoghim Nasehi,Stub,Iran,"78,483,446",800985148
14070,Mansour Haghighatpour,Stub,Iran,"78,483,446",801054371
14071,Vali Dadashi,Stub,Iran,"78,483,446",801055971
14072,Valiollah Shojapourian,Stub,Iran,"78,483,446",801088550
14073,Mohammad Bagher Ghalibaf,C,Iran,"78,483,446",801090356
14074,Mahmoud Sadeghi,Stub,Iran,"78,483,446",801097051
14075,Ali Motahari,C,Iran,"78,483,446",801106032
14076,Rahmatollah Hafezi,Stub,Iran,"78,483,446",801106070
14077,Ehsan Ghazizadeh Hashemi,Stub,Iran,"78,483,446",801108758
14078,Majid Farahani,Stub,Iran,"78,483,446",801108861
14079,Mahmoud Ahmadinejad and Israel,GA,Iran,"78,483,446",801162169
14080,Abolfazl Bazargan,Stub,Iran,"78,483,446",801242123
14081,Abolfazl Soroush,Stub,Iran,"78,483,446",801242428
14082,Abolghasem Sarhaddizadeh,Stub,Iran,"78,483,446",801242544
14083,Abolhassan Khamoushi,Stub,Iran,"78,483,446",801242640
14084,Mohammad-Javad Bahonar,C,Iran,"78,483,446",801269018
14085,Ali Akbar Parvaresh,Stub,Iran,"78,483,446",801269160
14086,Jalaleddin Farsi,Stub,Iran,"78,483,446",801269575
14087,Ali Meshkini,C,Iran,"78,483,446",801270642
14088,Jafar Shafaghat,Stub,Iran,"78,483,446",801317362
14089,Abbas Gharabaghi,Start,Iran,"78,483,446",801364093
14090,Ali Akbar Nategh-Nouri,Start,Iran,"78,483,446",801370979
14091,Akhund Khorasani,C,Iran,"78,483,446",801374757
14092,Jafar Shojouni,Stub,Iran,"78,483,446",801449514
14093,Seyyed Mehdi Tabatabaei,Start,Iran,"78,483,446",801449531
14094,Ahmad Donyamali,Stub,Iran,"78,483,446",801459102
14095,Ahmad Khaleghi Damghani,Stub,Iran,"78,483,446",801459824
14096,Ahmad Pournejati,Stub,Iran,"78,483,446",801460613
14097,Ahmad Salek,Stub,Iran,"78,483,446",801467345
14098,Hassan Khalilabadi,Stub,Iran,"78,483,446",801485089
14099,Emad Afroogh,Stub,Iran,"78,483,446",801511185
14100,Mohammad-Ali Hosseinzadeh,Start,Iran,"78,483,446",801518291
14101,Controversies surrounding President Mohammad Khatami,C,Iran,"78,483,446",801520135
14102,Adib Boroumand,C,Iran,"78,483,446",801591367
14103,Mosa Kalantari,Stub,Iran,"78,483,446",801633630
14104,Death and state funeral of Akbar Hashemi Rafsanjani,B,Iran,"78,483,446",801731727
14105,Mohammad Beheshti,C,Iran,"78,483,446",801738306
14106,Mahmoud Farshidi,Stub,Iran,"78,483,446",801781059
