,article_name,article_quality,country,population,revision_id
14107,Laya Joneydi,Stub,Iran,"78,483,446",801857251
14108,Ali Espahbodi,Stub,Iran,"78,483,446",801898145
14109,Kamal Habibollahi,Start,Iran,"78,483,446",801906489
14110,Ali Yousefpour,Stub,Iran,"78,483,446",801926580
14111,Ali-Asghar Zarei,Stub,Iran,"78,483,446",801927191
14112,Reza Rasouli,Stub,Iran,"78,483,446",801928980
14113,Alireza Afshar,Stub,Iran,"78,483,446",801929150
14114,Eshaq Jahangiri,C,Iran,"78,483,446",802024631
14115,Shaykh Ali Khan Zanganeh,Start,Iran,"78,483,446",802089333
14116,Amir-Hossein Ghazizadeh Hashemi,Stub,Iran,"78,483,446",802379191
14117,Alireza Rahimi (politician),Stub,Iran,"78,483,446",802423129
14118,Sharafkhan Bidlisi,C,Iran,"78,483,446",802439941
14119,Ferzende,Start,Iran,"78,483,446",802439956
14120,Safar Naeimi,Start,Iran,"78,483,446",802478550
14121,Mohammad-Ali Rajai,C,Iran,"78,483,446",802566893
14122,Abdolhossein Hazhir,Stub,Iran,"78,483,446",802625336
14123,Mohammad-Hossein Baniasadi,Stub,Iran,"78,483,446",802626486
14124,Alinaghi Khamoushi,Stub,Iran,"78,483,446",802629137
14125,Mahmoud Kashani,Start,Iran,"78,483,446",802629213
14126,Naeimeh Eshraghi,Start,Iran,"78,483,446",802632980
14127,Ali-Asghar Ahmadi,Stub,Iran,"78,483,446",802633199
14128,Morteza Tamadon,Stub,Iran,"78,483,446",802633717
14129,Hossein Hashemi,Stub,Iran,"78,483,446",802633731
14130,Faezeh Hashemi Rafsanjani,C,Iran,"78,483,446",802636439
14131,Hossein Dehghan,GA,Iran,"78,483,446",802677365
14132,Mir-Hossein Mousavi,GA,Iran,"78,483,446",802710115
14133,Sadegh Najafi-Khazarlou,Stub,Iran,"78,483,446",802769463
14134,Parviz Sorouri,Stub,Iran,"78,483,446",802788214
14135,Mohammad Reza Mirtajodini,Stub,Iran,"78,483,446",802800899
14136,Mohammad Naeimipour,Stub,Iran,"78,483,446",802801512
14137,Lotfollah Forouzandeh,Stub,Iran,"78,483,446",802815802
14138,Mohammad Javad Ameri,Stub,Iran,"78,483,446",802817887
14139,Mehdi Bazargan,GA,Iran,"78,483,446",802827598
14140,Ahmad Moftizadeh,C,Iran,"78,483,446",802843828
14141,Masoud Zaribafan,Stub,Iran,"78,483,446",802860340
14142,Shahindokht Molaverdi,Stub,Iran,"78,483,446",802941895
14143,Ruhollah Khatami,Stub,Iran,"78,483,446",803016337
14144,Hamid Sajjadi,Start,Iran,"78,483,446",803024049
14145,Abdolreza Mesri,Start,Iran,"78,483,446",803118658
14146,Iraj Shahin-Baher,Stub,Iran,"78,483,446",803164153
14147,Saleh Adibi,Stub,Iran,"78,483,446",803188610
14148,Marzieh Afkham,Stub,Iran,"78,483,446",803191273
14149,Hossein Fereydoun,Stub,Iran,"78,483,446",803191344
14150,Behzad Nabavi,C,Iran,"78,483,446",803239146
14151,Mohsen Armin,Stub,Iran,"78,483,446",803239334
14152,Saeed Emami,C,Iran,"78,483,446",803240511
14153,Hesamodin Ashna,Start,Iran,"78,483,446",803260461
14154,Abolfazl Ghana'ati,Stub,Iran,"78,483,446",803261339
14155,Mehrangiz Dowlatshahi,Start,Iran,"78,483,446",803278735
14156,Abdollah Riazi,Start,Iran,"78,483,446",803279076
14157,Mahmud Mahmud,Stub,Iran,"78,483,446",803280154
14158,Mohammad Tadayyon,Stub,Iran,"78,483,446",803280488
14159,Farrokhroo Parsa,C,Iran,"78,483,446",803280841
14160,Mozzafar Baghai,Start,Iran,"78,483,446",803283238
14161,Hamid-Reza Assefi,Start,Iran,"78,483,446",803302597
14162,Bagher Larijani,Start,Iran,"78,483,446",803336732
14163,Yahya Ale Eshaq,Stub,Iran,"78,483,446",803345272
14164,Div Sultan Rumlu,Start,Iran,"78,483,446",803351111
14165,Maryam Namazie,B,Iran,"78,483,446",803378653
14166,Saeed Amani,Stub,Iran,"78,483,446",803444183
14167,The Green Scroll Campaign,C,Iran,"78,483,446",803459602
14168,Azam Farahi,Stub,Iran,"78,483,446",803506701
14169,Azar Mansouri,Stub,Iran,"78,483,446",803506826
14170,Soraya Serajeddini,GA,Iran,"78,483,446",803578090
14171,Khojaste Bagherzadeh,Start,Iran,"78,483,446",803617686
14172,Bahare Arvin,Stub,Iran,"78,483,446",803676377
14173,Bahram Parsaei,Stub,Iran,"78,483,446",803748822
14174,Mohammad Khatami,GA,Iran,"78,483,446",803753795
14175,Majid Kavian,Start,Iran,"78,483,446",803756073
14176,Abdul Rahman Haji Ahmadi,Start,Iran,"78,483,446",803756451
14177,Presidency of Mahmoud Ahmadinejad,B,Iran,"78,483,446",803928019
14178,Presidency of Mohammad Khatami,C,Iran,"78,483,446",803928118
14179,Ahmad Alirezabeigi,Start,Iran,"78,483,446",803937693
14180,Presidency of Akbar Hashemi Rafsanjani,C,Iran,"78,483,446",803939357
14181,Ibrahim Alizade,Stub,Iran,"78,483,446",804016574
14182,Mohsen Hashemi Rafsanjani,C,Iran,"78,483,446",804104931
14183,Hassan Rasouli,Stub,Iran,"78,483,446",804105438
14184,Parvin Ahmadinejad,Start,Iran,"78,483,446",804120072
14185,Davoud Ahmadinejad,Stub,Iran,"78,483,446",804120185
14186,Mehdi Chamran,Start,Iran,"78,483,446",804278460
14187,Masoud Karbasian,Stub,Iran,"78,483,446",804339409
14188,Abolhassan Banisadr,C,Iran,"78,483,446",804349031
14189,Fazlollah Sadr,Stub,Iran,"78,483,446",804355359
14190,Mohsen Pezeshkpour,Stub,Iran,"78,483,446",804355501
14191,Yahya Adl,Stub,Iran,"78,483,446",804355642
14192,Hassan Ali Mansur,C,Iran,"78,483,446",804355798
14193,Javad Saeed,Stub,Iran,"78,483,446",804355845
14194,Khamenei's fatwa against nuclear weapons,GA,Iran,"78,483,446",804510701
14195,Behrouz Nemati,Stub,Iran,"78,483,446",804514960
14196,Mehdi Karroubi,C,Iran,"78,483,446",804689450
14197,Gholam-Ali Haddad-Adel,C,Iran,"78,483,446",804730568
14198,Mohsen Rezaee,GA,Iran,"78,483,446",804734130
14199,Javad Fakoori,Start,Iran,"78,483,446",804738662
14200,Taghi Riahi,Stub,Iran,"78,483,446",804738844
14201,Ahmad Madani,Start,Iran,"78,483,446",804738953
14202,Assassination attempt on Ali Khamenei,Start,Iran,"78,483,446",804821113
14203,Mohammad Saeedikia,C,Iran,"78,483,446",804845654
14204,Mehdi Hashemi,C,Iran,"78,483,446",804873595
14205,Sepanta Niknam,Stub,Iran,"78,483,446",805019351
14206,Mayor of Isfahan,Stub,Iran,"78,483,446",805031881
14207,Ali Haghshenas,Start,Iran,"78,483,446",805069639
14208,Saeed Hajjarian,C,Iran,"78,483,446",805199926
14209,Davoud Danesh-Jafari,Start,Iran,"78,483,446",805331603
14210,Mina Ahadi,Start,Iran,"78,483,446",805436562
14211,Gholam Hosein Shiri Aliabad,Stub,Iran,"78,483,446",805454756
14212,Gholamreza Hassani,C,Iran,"78,483,446",805455759
14213,Ghorbanali Saadat,Stub,Iran,"78,483,446",805511880
14214,Hassan Taqizadeh,C,Iran,"78,483,446",805523928
14215,Mohammad Hasan Khan Qajar,Start,Iran,"78,483,446",805594554
14216,Mohammad Mosaddegh,B,Iran,"78,483,446",805597827
14217,Hassan Rouhani plagiarism allegations,GA,Iran,"78,483,446",805752246
14218,Mohammad Ali Qazi Tabatabaei,Stub,Iran,"78,483,446",805778453
14219,Ali Khamenei,B,Iran,"78,483,446",805802370
14220,Masoud Barzani,C,Iran,"78,483,446",805805174
14221,Majid Movaghar,Stub,Iran,"78,483,446",805935981
14222,Hossein Khan Movaghar,Stub,Iran,"78,483,446",805936041
14223,Abbas Maleki,Stub,Iran,"78,483,446",805948477
14224,Ali Asghar Mousapasandi,Stub,Iran,"78,483,446",805970954
14225,Barzani family,Stub,Iran,"78,483,446",805994428
14226,Mojtaba Khamenei,C,Iran,"78,483,446",806026264
14227,Mohammad-Mehdi Abdekhodaei,Stub,Iran,"78,483,446",806062546
14228,Asadollah Badamchian,Stub,Iran,"78,483,446",806064602
14229,Masoud Nosrati,Stub,Iran,"78,483,446",806100888
14230,Morteza-Qoli Bayat,Start,Iran,"78,483,446",806349416
14231,Nahid Khodakarami,Stub,Iran,"78,483,446",806397533
14232,Hassan Rouhani,GA,Iran,"78,483,446",806397563
14233,Mohammad-Hossein Moghimi,Stub,Iran,"78,483,446",806429221
14234,Morteza Saghaeiannejad,Stub,Iran,"78,483,446",806429338
14235,Zahra Sadr-Azam Nouri,Stub,Iran,"78,483,446",806438465
14236,Fathollah Khan Akbar,Stub,Iran,"78,483,446",806500816
14237,Agha Mohammad Khan Qajar,C,Iran,"78,483,446",806527070
14238,Mohammad-Reza Khatami,Start,Iran,"78,483,446",806532097
14239,Mohammad Reza Ameli Tehrani,Stub,Iran,"78,483,446",806570875
14240,To the Youth in Europe and North America,GA,Iran,"78,483,446",806583963
14241,Seyed Zia Hashemi,Stub,Iran,"78,483,446",806644374
14242,Sattar Mahmoudi,Stub,Iran,"78,483,446",806644440
14243,Hossein Sheikholeslam,Stub,Iran,"78,483,446",806818985
14244,Majid Sharif Vaghefi,Start,Iran,"78,483,446",806820910
14245,Anvar Khamei,Start,Iran,"78,483,446",806821085
14246,Foreign policy of the Mahmoud Ahmadinejad administration,B,Iran,"78,483,446",806845558
14247,International Conference to Review the Global Vision of the Holocaust,GA,Iran,"78,483,446",806851568
14248,Asadollah Lajevardi,C,Iran,"78,483,446",806934027
14249,Fereydoun Djam,Start,Iran,"78,483,446",807047231
14250,Shapour Bakhtiar,GA,Iran,"78,483,446",807062439
14251,Gholamreza Mesbahi-Moghadam,Stub,Iran,"78,483,446",807165035
14252,Sadegh Zibakalam,Start,Iran,"78,483,446",807165341
14253,Bojnord,C,Iran,"78,483,446",807173546
14254,Tadj ol-Molouk,C,Iran,"78,483,446",807204407
14255,Ebrahim Nabavi,Start,Iran,"78,483,446",807260958
14256,Akbar Hashemi Rafsanjani,B,Iran,"78,483,446",807261698
14257,Abdul Rahman Ghassemlou,C,Iran,"78,483,446",807280294
14258,Jalal Movaghar,,Iran,"78,483,446",807367030
14259,Mohsen Movaghar,,Iran,"78,483,446",807367166
14260,Habibollah Asgaroladi,Start,Iran,"78,483,446",807390609
14261,Hadi Gharaseyyed Romiani,Stub,Iran,"78,483,446",807411358
14262,Hadi Saei,C,Iran,"78,483,446",807412503
14263,Mohammad Reyshahri,Start,Iran,"78,483,446",807430032
14264,Mohammad Hashemi,Stub,Iran,"78,483,446",807461646
14265,Mahmoud Ahmadinejad,B,Iran,"78,483,446",807481450
14266,Template:Philippines-mayor-stub,Stub,Philippines,"102,965,300",443628777
14267,Cayetano Pacana,Stub,Philippines,"102,965,300",492964343
14268,Template:Philippines-congressman-stub,Stub,Philippines,"102,965,300",519257222
14269,Template:Philippines-activist-stub,Stub,Philippines,"102,965,300",540379020
14270,Template:Philippines-diplomat-stub,Stub,Philippines,"102,965,300",541019756
14271,Maximo Suniel,Stub,Philippines,"102,965,300",559553872
14272,Template:Philippines-politician-stub,Stub,Philippines,"102,965,300",567204972
14273,Tirso Neri,Stub,Philippines,"102,965,300",630704768
14274,Adela Serra-Ty,Stub,Philippines,"102,965,300",650462344
14275,Jose Solis,Stub,Philippines,"102,965,300",683282915
14276,Batarah Shah Tengah,C,Philippines,"102,965,300",704358444
14277,Eriberto Loreto,Stub,Philippines,"102,965,300",710688917
14278,Floydelia Diasen,Stub,Philippines,"102,965,300",711224007
14279,Crisologo Abines,Stub,Philippines,"102,965,300",713595856
14280,Rodolfo Plaza,Stub,Philippines,"102,965,300",713600706
14281,Reno Lim,Stub,Philippines,"102,965,300",713600877
14282,Carlo Oliver Diasnes,Stub,Philippines,"102,965,300",713610729
14283,Pedro Pancho,Stub,Philippines,"102,965,300",713647643
14284,Reylina Nicolas,Stub,Philippines,"102,965,300",713647734
14285,Pedro Romualdo,Stub,Philippines,"102,965,300",713801467
14286,Benhur Salimbangon,Stub,Philippines,"102,965,300",713905214
14287,Marc Douglas Cagas IV,Stub,Philippines,"102,965,300",714071186
14288,Judy Syjuco,Stub,Philippines,"102,965,300",714323139
14289,Apolinar Velez,Start,Philippines,"102,965,300",714419417
14290,Constantino Jaraula,Stub,Philippines,"102,965,300",715031563
14291,Telesforo Castillejos,Stub,Philippines,"102,965,300",715061225
14292,Camilo Lammawin,Start,Philippines,"102,965,300",715878914
14293,Máximo Macapobre,Start,Philippines,"102,965,300",717607918
14294,Terence Perez,Stub,Philippines,"102,965,300",718257706
14295,Ronaldo Geron,Start,Philippines,"102,965,300",718892028
14296,Edison Rey Batiquin,Stub,Philippines,"102,965,300",719342595
14297,Nur-Ana Sahidulla,Start,Philippines,"102,965,300",719556481
14298,Sakib Salajin,Stub,Philippines,"102,965,300",719579815
14299,Jomar Malangkit Maturan,Stub,Philippines,"102,965,300",719579878
14300,Durie Kallahal,Stub,Philippines,"102,965,300",719579931
14301,Talib Garingan Pawaki,Stub,Philippines,"102,965,300",719581803
14302,Muctar Yunos Junaid,Stub,Philippines,"102,965,300",719582160
14303,Fatmawati Salapuddin,Stub,Philippines,"102,965,300",719590730
14304,Mamintal M. Adiong Sr.,Stub,Philippines,"102,965,300",719596548
14305,Gulam S. Salliman-Hataman,Stub,Philippines,"102,965,300",719597069
14306,Rommel Amatong,Stub,Philippines,"102,965,300",719895290
14307,Leovigildo Banaag,Start,Philippines,"102,965,300",721118440
14308,Mitzi Cajayon,Stub,Philippines,"102,965,300",721332633
14309,Petra Macliing,Stub,Philippines,"102,965,300",721654744
14310,Anna York Bondoc,Stub,Philippines,"102,965,300",721887538
14311,Rizalino Navarro,Stub,Philippines,"102,965,300",722949480
14312,Ronald Barcena,Stub,Philippines,"102,965,300",723042656
14313,Canuto E. Celestino,Stub,Philippines,"102,965,300",723075228
14314,Bernardo O. Dagala,Stub,Philippines,"102,965,300",723075456
14315,Nila Aguillo,Start,Philippines,"102,965,300",723101418
14316,Paz Cea de Conde,Stub,Philippines,"102,965,300",723179671
14317,Tunggan Mangudadatu Piang,Stub,Philippines,"102,965,300",723322551
14318,Tomas Fernandez Concepcion,Stub,Philippines,"102,965,300",723995835
14319,Salvacion Z. Perez,Start,Philippines,"102,965,300",724156806
14320,Victoria Garchitorena,Stub,Philippines,"102,965,300",725206515
14321,Jasper Shia Que,Stub,Philippines,"102,965,300",725644689
14322,Newton W. Gilbert,Stub,Philippines,"102,965,300",726183169
14323,Tahira Ismael-Sansawi,Start,Philippines,"102,965,300",726852765
14324,Evelyn Fuentebella,Start,Philippines,"102,965,300",727310448
14325,Juan Arévalo,Stub,Philippines,"102,965,300",727458010
14326,Andrés Garchitorena,Stub,Philippines,"102,965,300",727466219
14327,Sonny Collantes,Stub,Philippines,"102,965,300",728050172
14328,Sadikul A. Sahali,Start,Philippines,"102,965,300",728050527
14329,Victoria Sy-Alvarado,Stub,Philippines,"102,965,300",728054687
14330,Victor Yu,Stub,Philippines,"102,965,300",728090371
14331,Herminia Roman,C,Philippines,"102,965,300",728094822
14332,Ramon Nolasco,Stub,Philippines,"102,965,300",728099459
14333,Joet Garcia,Stub,Philippines,"102,965,300",728154295
14334,Maria Valentina Plaza,Start,Philippines,"102,965,300",728297884
14335,Rodolfo B. Valentino,Start,Philippines,"102,965,300",729086748
14336,Juan Q. Miranda,Start,Philippines,"102,965,300",729190958
14337,Jose Benjamin Benaldo,Stub,Philippines,"102,965,300",729654748
14338,Sally Ante Lee,Stub,Philippines,"102,965,300",730136284
14339,Antonio Gerona,Stub,Philippines,"102,965,300",732037134
14340,Diego Ronquillo,Stub,Philippines,"102,965,300",732375306
14341,Lord Allan Jay Velasco,Start,Philippines,"102,965,300",732380888
14342,Adam Jala,Stub,Philippines,"102,965,300",733390369
14343,Women and government in the Philippines,C,Philippines,"102,965,300",734014018
14344,Nikki Coseteng,Start,Philippines,"102,965,300",734521419
14345,Jose Antonio Veloso,Stub,Philippines,"102,965,300",734746670
14346,Jane Censoria Cajes–Yap,C,Philippines,"102,965,300",734747650
14347,Nemesio Prudente,Stub,Philippines,"102,965,300",735031292
14348,Ramon Durano VI,Stub,Philippines,"102,965,300",735092037
14349,Samuel Ong,Stub,Philippines,"102,965,300",735296668
14350,Teresita S. Lazaro,Start,Philippines,"102,965,300",735302807
14351,Manuel Camus,Stub,Philippines,"102,965,300",735659923
14352,JB Magsaysay,Start,Philippines,"102,965,300",736486058
14353,Purificacion Quisumbing,Stub,Philippines,"102,965,300",736589375
14354,Cecilia Seares-Luna,Stub,Philippines,"102,965,300",737668792
14355,Don Ramon Reynado,Stub,Philippines,"102,965,300",738446654
14356,Luisa Lloren Cuaresma,Stub,Philippines,"102,965,300",738594033
14357,Gina de Venecia,Start,Philippines,"102,965,300",738715643
14358,Indanan Kasim Daud,Stub,Philippines,"102,965,300",739266876
14359,Demetrio Cortes,Stub,Philippines,"102,965,300",739269271
14360,Teddy Baguilat,Stub,Philippines,"102,965,300",741892172
14361,Ruben Torres,Stub,Philippines,"102,965,300",742813881
14362,Exequiel Javier,Start,Philippines,"102,965,300",742838735
14363,Asuncion A. Perez,Stub,Philippines,"102,965,300",743008921
14364,Karina Constantino David,C,Philippines,"102,965,300",743187290
14365,Liza Maza,Start,Philippines,"102,965,300",743803280
14366,Roberto Puno,Stub,Philippines,"102,965,300",744112000
14367,Mitos Magsaysay,Stub,Philippines,"102,965,300",744478322
14368,Mark L. Mendoza,Stub,Philippines,"102,965,300",744575933
14369,Jose Balagtas,Start,Philippines,"102,965,300",744886955
14370,Ricardo Penson,Start,Philippines,"102,965,300",745344467
14371,Carlos Camins,Stub,Philippines,"102,965,300",745827196
14372,Esperanza Cabral,Start,Philippines,"102,965,300",745958705
14373,Irong-Irong,Stub,Philippines,"102,965,300",746297083
14374,Arthur Defensor Sr.,Stub,Philippines,"102,965,300",746513030
14375,Danilo Suarez,Start,Philippines,"102,965,300",747244167
14376,Santiago de Vera,C,Philippines,"102,965,300",747640965
14377,Simeón Ola,Start,Philippines,"102,965,300",750215826
14378,Oscar Inocentes,Stub,Philippines,"102,965,300",751525307
14379,Rolando Uy,Stub,Philippines,"102,965,300",751548752
14380,Ninian Sumadia,Stub,Philippines,"102,965,300",751791056
14381,Guillermo de Vega,C,Philippines,"102,965,300",752081555
14382,Corazon Nuñez-Malanyaon,Stub,Philippines,"102,965,300",752340466
14383,Liwayway Vinzons-Chato,Stub,Philippines,"102,965,300",752454400
14384,Datu Daya,Stub,Philippines,"102,965,300",752485419
14385,Azim ud-Din II of Sulu,Stub,Philippines,"102,965,300",752696814
14386,Roy Chiongbian,Start,Philippines,"102,965,300",753191526
14387,Tomas Apacible,Stub,Philippines,"102,965,300",753520626
14388,Cesar Garcia,Stub,Philippines,"102,965,300",753693918
14389,Franklin Bautista,Stub,Philippines,"102,965,300",754976656
14390,Shalani Soledad,GA,Philippines,"102,965,300",755380034
14391,Manuel Zamora,Stub,Philippines,"102,965,300",755752296
14392,Pascual Racuyal,Start,Philippines,"102,965,300",755997644
14393,Antonio Serapio,Stub,Philippines,"102,965,300",756099281
14394,Pedro Baculio,Stub,Philippines,"102,965,300",756168551
14395,Regie Sahali-Generale,Stub,Philippines,"102,965,300",756321233
14396,Juan Macapagal,Start,Philippines,"102,965,300",756724120
14397,Rey Malonzo,B,Philippines,"102,965,300",757035853
14398,Datu Sikatuna,Stub,Philippines,"102,965,300",757178231
14399,Vicente Millora,Stub,Philippines,"102,965,300",757320449
14400,Maria Clara Lobregat,Start,Philippines,"102,965,300",757341676
14401,Reynaldo Dagsa,Start,Philippines,"102,965,300",757975073
14402,Victoria Hernandez-Reyes,Stub,Philippines,"102,965,300",758239968
14403,Emmylou Taliño-Mendoza,Stub,Philippines,"102,965,300",758568231
14404,Geraldine Ecleo-Villaroman,Stub,Philippines,"102,965,300",759369603
14405,Candido Pancrudo Jr.,Stub,Philippines,"102,965,300",759800474
14406,Antonio del Rosario,Stub,Philippines,"102,965,300",760026681
14407,Bernardo Piñol Jr.,Stub,Philippines,"102,965,300",760108113
14408,Hussin Ututalum Amin,Stub,Philippines,"102,965,300",760380616
14409,Herminio A. Astorga,Start,Philippines,"102,965,300",760653497
14410,Luzviminda Ilagan,Start,Philippines,"102,965,300",760837785
14411,Evelio Leonardia,Start,Philippines,"102,965,300",760989859
14412,Benjamin Tupay Loong,Start,Philippines,"102,965,300",761001228
14413,Diosdado Macapagal Arroyo,Start,Philippines,"102,965,300",761005053
14414,Alberto Ramento,Stub,Philippines,"102,965,300",761111593
14415,Elisa Olga Kho,Stub,Philippines,"102,965,300",761160776
14416,Reynaldo Aguinaldo,Stub,Philippines,"102,965,300",761276777
14417,Ponciano Bernardo,Start,Philippines,"102,965,300",761748124
14418,Carmen Planas,Start,Philippines,"102,965,300",761876054
14419,Sonia Roco,Start,Philippines,"102,965,300",763340459
14420,Eileen Ermita-Buhain,Stub,Philippines,"102,965,300",763404668
14421,Monica Prieto-Teodoro,Start,Philippines,"102,965,300",764315732
14422,Vicente Delfin,Stub,Philippines,"102,965,300",764487315
14423,José B. Lingad,C,Philippines,"102,965,300",764645892
14424,Danilo Fernandez,Start,Philippines,"102,965,300",765025372
14425,Norberto Romualdez,Start,Philippines,"102,965,300",765120389
14426,Eugenio Jose Lacson,Start,Philippines,"102,965,300",765432148
14427,Noel Rosal,Stub,Philippines,"102,965,300",765849149
14428,Gil Montilla,Start,Philippines,"102,965,300",765940522
14429,Samuel Dangwa,Stub,Philippines,"102,965,300",765940936
14430,Zosimo Paredes,Start,Philippines,"102,965,300",765942391
14431,Julio Nalundasan,Stub,Philippines,"102,965,300",765942517
14432,Jose D. Aspiras,Stub,Philippines,"102,965,300",765943153
14433,Crispín Oben,Stub,Philippines,"102,965,300",765943319
14434,Eduardo Nonato Joson,Stub,Philippines,"102,965,300",765945088
14435,Potenciano Lesaca,Stub,Philippines,"102,965,300",765947852
14436,Edelmiro Amante,Start,Philippines,"102,965,300",765956179
14437,Isidro Vamenta,Stub,Philippines,"102,965,300",765957205
14438,Cesar Climaco,GA,Philippines,"102,965,300",765957563
14439,Elisa Ochoa,Start,Philippines,"102,965,300",765957854
14440,Ramon Neri,Stub,Philippines,"102,965,300",765958946
14441,Antonino P. Roman,Start,Philippines,"102,965,300",765960554
14442,Carlos R. Imperial,Start,Philippines,"102,965,300",765962216
14443,Tomás del Rosario,Stub,Philippines,"102,965,300",765967713
14444,Francisco Felipe Villanueva,Stub,Philippines,"102,965,300",765993833
14445,Fermín Torralba,Stub,Philippines,"102,965,300",765995378
14446,Segundo Gastón,Stub,Philippines,"102,965,300",766083019
14447,Erlinda Fadera-Basilio,Stub,Philippines,"102,965,300",767236913
14448,Zaldy Ampatuan,Stub,Philippines,"102,965,300",767878724
